DonorKey,Donor Name,Country,Region,Age Band,Acquisition Date,Acquisition ChannelKey,Donor Type,Consent Status
8423,Mrs Carole Walker,DK,Sjælland,45-59,2022-09-21,6,Individual,Post only
8424,Denis Morrison,FI,Pohjois-Pohjanmaa,60-74,2022-12-12,4,Individual,Full
8425,Sarah Coleman,FI,Uusimaa,30-44,2023-05-08,1,Individual,Full
8426,Cameron Stanley-Hart,DK,Midtjylland,18-29,2023-05-16,1,Individual,Full
8427,Miss Jasmine Watson,FI,Uusimaa,30-44,2022-11-04,4,Individual,Full
8428,Mr Gerard Smart,FI,Varsinais-Suomi,45-59,2023-10-14,4,Individual,Full
8429,Stephen Harrison,NO,Rogaland,75+,2025-07-09,6,Individual,Full
8430,Ronald Lewis,FI,Pirkanmaa,30-44,2025-12-15,1,Individual,Full
8431,Ben Norton,FI,Varsinais-Suomi,30-44,2024-12-12,5,Individual,Full
8432,Dawn Evans-Stewart,SE,Skåne,30-44,2023-12-28,1,Individual,Full
8433,Mr Brandon James,FI,Pirkanmaa,30-44,2024-11-25,4,Individual,Full
8434,Mr Ian Metcalfe,SE,Uppsala,18-29,2024-10-16,5,Individual,Post only
8435,Clare O'Neill,FI,Uusimaa,18-29,2023-11-16,1,Individual,Full
8436,Lydia Perkins,SE,Uppsala,45-59,2024-12-01,1,Individual,Full
8437,Miss Rosie Walters,FI,Uusimaa,30-44,2022-09-28,1,Individual,Full
8438,Maria Dobson,FI,Pohjois-Pohjanmaa,60-74,2025-10-24,3,Individual,Full
8439,Holly Jones-Baxter,NO,Trøndelag,60-74,2023-03-25,3,Individual,Email only
8440,Guy James,SE,Stockholm,75+,2023-04-29,2,Individual,Full
8441,Dr Heather Crawford,SE,Stockholm,45-59,2022-12-24,5,Individual,Full
8442,Beverley Hunt-Thomas,FI,Pohjois-Pohjanmaa,60-74,2023-09-15,4,Individual,Email only
8443,Carly McDonald,NO,Trøndelag,30-44,2024-12-19,1,Individual,Full
8444,Amy Brown,NO,Trøndelag,60-74,2023-08-08,1,Individual,Full
8445,Dr William Bolton,FI,Pirkanmaa,60-74,2024-05-17,4,Individual,Full
8446,Rachael Bartlett,FI,Pirkanmaa,30-44,2023-12-29,5,Trust,Email only
8447,Trevor Slater,FI,Pohjois-Pohjanmaa,30-44,2023-09-26,6,Individual,Email only
8448,Jessica Thorpe-Hammond,SE,Skåne,18-29,2024-11-22,1,Individual,Full
8449,Amy Hunt,DK,Syddanmark,45-59,2025-05-04,4,Individual,Email only
8450,George Williams,FI,Pohjois-Pohjanmaa,60-74,2025-12-10,2,Individual,Full
8451,Ian Marsden,FI,Pirkanmaa,45-59,2022-12-20,2,Trust,Full
8452,Mr Trevor Walker,,Pohjois-Pohjanmaa,45-59,2024-09-10,5,Individual,Email only
8453,Miss Kayleigh Brown,FI,Uusimaa,45-59,2024-07-31,2,Individual,Full
8454,Albert Gray,FI,Pohjois-Pohjanmaa,30-44,2023-02-03,3,Individual,Email only
8455,Eleanor Kaur,DK,Hovedstaden,60-74,2024-04-19,5,Corporate,Full
8456,Mr Kevin Wood,FI,Varsinais-Suomi,60-74,2022-05-29,1,Individual,Email only
8457,Mr Russell Morris,SE,Stockholm,60-74,2022-02-04,2,Individual,Email only
8458,Sean Ball,SE,Stockholm,60-74,2024-07-27,3,Individual,Post only
8459,Dr Susan John,FI,Uusimaa,30-44,2022-12-25,2,Individual,Full
8460,Jeremy Kemp-Thomas,NO,Trøndelag,18-29,2025-12-15,1,Individual,Full
8461,Dale Fletcher,DK,Midtjylland,45-59,2025-12-08,3,Individual,Full
8462,Jenna Morton,FI,Pohjois-Pohjanmaa,30-44,2022-12-01,4,Individual,Full
8463,Kate Lee,FI,Uusimaa,30-44,2024-12-25,1,Trust,Email only
8464,Ms Teresa Hall,FI,Pohjois-Pohjanmaa,45-59,2025-10-18,1,Individual,Full
8465,Richard Walsh,FI,Uusimaa,45-59,2024-12-04,1,Individual,Email only
8466,Luke Talbot,SE,Uppsala,45-59,2025-04-15,3,Individual,Full
8467,Mr Jack Phillips,NO,Vestland,30-44,2023-12-20,1,Individual,Full
8468,Guy Young,FI,Pirkanmaa,60-74,2022-01-31,1,Individual,Post only
8469,Luke Reynolds,SE,Stockholm,60-74,2023-10-19,1,Individual,Email only
8470,Eileen Stephenson-Jones,NO,Oslo,60-74,2023-12-19,1,Individual,Email only
8471,Damien Walker,SE,Skåne,18-29,2022-12-19,2,Individual,Full
8472,Denis Sinclair,SE,Västra Götaland,60-74,2024-04-26,5,Individual,Full
8473,Brett Taylor,SE,Skåne,75+,2023-01-18,4,Individual,Full
8474,Dale Gallagher,DK,Hovedstaden,30-44,2022-12-27,5,Individual,Full
8475,Jasmine Clarke,SE,Västra Götaland,30-44,2022-11-21,3,Individual,Full
8476,Ms Gemma Thomas,SE,Stockholm,18-29,2024-09-23,5,Individual,Full
8477,Hannah Roberts,FI,Pirkanmaa,60-74,2022-05-07,3,Individual,Full
8478,Mathew Elliott-Barnes,SE,Västra Götaland,30-44,2023-04-30,3,Individual,Email only
8479,Clifford Brown,FI,Pirkanmaa,45-59,2025-10-29,4,Individual,Full
8480,Shaun Green-Hunt,SE,Västra Götaland,60-74,2023-12-20,1,Individual,Full
8481,Mr Mark Woodward,FI,Varsinais-Suomi,45-59,2025-02-24,3,Individual,Full
8482,Ronald Marsh,SE,Stockholm,45-59,2022-12-30,3,Individual,Full
8483,Dr Gemma Carr,SE,Skåne,30-44,2025-12-15,2,Individual,Full
8484,Damien Rogers,SE,Skåne,30-44,2025-09-03,1,Individual,Email only
8485,Dr Jeffrey Barnes,FI,Varsinais-Suomi,18-29,2022-12-27,2,Individual,Post only
8486,Nicola Brooks,DK,Midtjylland,60-74,2022-12-07,2,Individual,Full
8487,Jamie Moss,NO,Oslo,30-44,2024-09-08,1,Individual,Full
8488,Ian Rowley,SE,Stockholm,30-44,2022-05-29,1,Individual,Full
8489,Dr Gerald Green,FI,Varsinais-Suomi,30-44,2022-01-11,2,Individual,Full
8490,Elizabeth Goodwin,NO,Rogaland,75+,2025-07-21,6,Individual,Full
8491,Julia O'Neill-Moore,SE,Uppsala,60-74,2025-05-25,1,Corporate,Full
8492,Jane Smith,NO,Oslo,45-59,2023-11-08,1,Individual,Full
8493,Mary Patel,FI,Varsinais-Suomi,45-59,2024-05-31,1,Individual,Full
8494,Jay Cooper,FI,Varsinais-Suomi,45-59,2024-06-26,1,Individual,Email only
8495,Mr Mitchell Wilson,FI,Pohjois-Pohjanmaa,45-59,2025-09-05,3,Individual,Email only
8496,Jake Barnes,SE,Uppsala,30-44,2023-03-30,1,Individual,Full
8497,Joanna Bryan,FI,Pirkanmaa,45-59,2022-10-27,2,Individual,Post only
8498,Brenda Winter,NO,Trøndelag,60-74,2024-10-02,2,Individual,Full
8499,Carole Jones,NO,Oslo,45-59,2024-11-12,1,Individual,Full
8500,Dr Kyle Vincent,FI,Pohjois-Pohjanmaa,45-59,2023-12-23,7,Individual,Full
8501,Harry Clarke,NO,Trøndelag,18-29,2025-08-09,6,Individual,Full
8502,Jordan Scott,SE,Skåne,45-59,2022-12-21,1,Individual,Email only
8503,Dr Shaun Gordon,DK,Syddanmark,45-59,2025-04-07,2,Individual,Full
8504,Ruth Watson,FI,Uusimaa,75+,2022-11-03,1,Individual,Email only
8505,Ms Beverley Lloyd,DK,Hovedstaden,45-59,2025-12-17,5,Individual,Full
8506,Joanna Turner,,Pirkanmaa,45-59,2023-08-01,2,Individual,Post only
8507,Ryan Burke-Whittaker,SE,Västra Götaland,18-29,2023-02-24,1,Individual,Full
8508,Jill Nolan,NO,Rogaland,30-44,2025-12-18,2,Individual,Full
8509,Mr Gerald Pearson,SE,Västra Götaland,45-59,2025-04-02,1,Individual,Email only
8510,Joanne Marshall-Griffiths,FI,Pohjois-Pohjanmaa,30-44,2023-10-14,2,Individual,Full
8511,Mr Martyn White,FI,Pohjois-Pohjanmaa,18-29,2025-02-13,2,Individual,Email only
8512,Anthony Wilkins,FI,Pirkanmaa,60-74,2022-02-19,6,Individual,Post only
8513,Ben Moss,SE,Skåne,45-59,2023-07-14,2,Individual,Full
8514,Lynn Richardson,SE,Uppsala,45-59,2025-05-21,1,Individual,Full
8515,Gary Graham-Begum,DK,Syddanmark,30-44,2024-09-01,1,Individual,Full
8516,Peter Watson-Barnett,FI,Varsinais-Suomi,45-59,2022-05-09,2,Individual,Full
8517,Hollie Gibbs,SE,Uppsala,75+,2023-12-28,1,Individual,Full
8518,Mr Jonathan Jones,FI,Pirkanmaa,30-44,2022-10-18,1,Individual,Full
8519,Barry Hayes,SE,Västra Götaland,45-59,2025-03-14,2,Individual,Full
8520,Vincent Peacock,FI,Pohjois-Pohjanmaa,45-59,2025-12-09,2,Individual,Post only
8521,Melanie Morgan,FI,Pirkanmaa,45-59,2023-12-27,1,Individual,Full
8522,Rachel Harrison,FI,Uusimaa,75+,2025-02-18,4,Individual,Full
8523,Vanessa Baldwin,FI,Pirkanmaa,75+,2025-06-16,1,Individual,Email only
8524,Dr Aaron Atkins,FI,Pirkanmaa,75+,2023-05-14,2,Individual,Full
8525,Karen James,NO,Vestland,18-29,2025-01-10,3,Individual,Email only
8526,Mathew Farrell,NO,Vestland,30-44,2025-07-27,1,Individual,Full
8527,Elaine Barton,NO,Trøndelag,60-74,2025-12-12,5,Individual,Full
8528,Dr Leah Fowler,FI,Uusimaa,45-59,2023-09-30,1,Individual,Email only
8529,Anne Chambers,NO,Oslo,18-29,2024-12-14,1,Individual,Post only
8530,Ms Helen Blake,SE,Uppsala,60-74,2024-01-02,3,Individual,Full
8531,Bruce Webster,SE,Skåne,30-44,2022-05-26,2,Individual,Post only
8532,Caroline Smith,NO,Oslo,45-59,2022-11-20,1,Individual,Full
8533,Owen Wood,FI,Varsinais-Suomi,18-29,2025-12-16,4,Individual,Full
8534,Mrs Andrea Cox,SE,Uppsala,60-74,2025-01-11,5,Individual,Email only
8535,Liam Lawrence,NO,Rogaland,75+,2023-08-02,4,Individual,Email only
8536,Shannon Bailey,SE,Skåne,30-44,2023-03-12,2,Individual,Full
8537,Aimee Smith-Knight,DK,Syddanmark,45-59,2023-12-06,3,Individual,Email only
8538,Mr Malcolm Burns,DK,Syddanmark,60-74,2023-02-07,2,Individual,Email only
8539,Deborah Walker,FI,Varsinais-Suomi,30-44,2025-12-22,1,Individual,Full
8540,Shannon Turner-Scott,FI,Pohjois-Pohjanmaa,75+,2024-04-04,5,Corporate,Full
8541,Kerry Dixon,FI,Pohjois-Pohjanmaa,60-74,2023-02-19,2,Individual,Email only
8542,Kelly Matthews,SE,Skåne,75+,2023-12-14,4,Individual,Full
8543,Victoria Walker,FI,Pohjois-Pohjanmaa,60-74,2022-12-31,4,Individual,Full
8544,Denis Dean,FI,Pohjois-Pohjanmaa,30-44,2024-11-23,1,Individual,Full
8545,Mrs Melissa Jones,NO,Vestland,30-44,2023-12-28,5,Individual,Full
8546,Jamie Hill,FI,Varsinais-Suomi,18-29,2023-10-25,2,Individual,Full
8547,Gregory Lewis-Smith,FI,Varsinais-Suomi,60-74,2023-12-11,1,Individual,Email only
8548,Kevin Payne,DK,Syddanmark,30-44,2024-10-21,2,Individual,Email only
8549,Timothy Bell,DK,Hovedstaden,75+,2022-08-24,2,Corporate,Full
8550,Charlotte Shaw-Thomas,SE,Stockholm,60-74,2024-11-16,3,Individual,Full
8551,Miss Sarah Thomas,NO,Rogaland,75+,2024-06-24,2,Individual,Full
8552,Ms Amber Johnson,FI,Pirkanmaa,30-44,2023-12-12,1,Individual,Post only
8553,Brett Hicks,FI,Pirkanmaa,30-44,2024-11-06,4,Individual,Full
8554,Mr Joseph Robson,DK,Midtjylland,45-59,2022-10-18,6,Individual,Full
8555,Paul Saunders,SE,Skåne,30-44,2023-12-18,1,Corporate,Full
8556,Dr Dennis Green,SE,Uppsala,45-59,2022-12-11,1,Individual,Full
8557,Mrs Margaret Hughes,,Uusimaa,60-74,2024-11-23,1,Individual,Full
8558,Gerard Collins,FI,Uusimaa,30-44,2022-09-22,4,Individual,Full
8559,Robert Davis,DK,Sjælland,18-29,2025-12-21,5,Individual,Full
8560,Dylan Owens,FI,Uusimaa,60-74,2022-12-20,2,Individual,Full
8561,Kelly Duncan,DK,Midtjylland,60-74,2023-04-16,1,Corporate,Full
8562,Miss Tracy Todd,SE,Skåne,60-74,2022-07-04,2,Individual,Post only
8563,Chloe Jones,FI,Varsinais-Suomi,30-44,2025-09-26,5,Corporate,Full
8564,Kieran Green-Ahmed,,Syddanmark,75+,2024-11-11,4,Corporate,Full
8565,Peter Austin,FI,Uusimaa,45-59,2024-11-03,2,Individual,Full
8566,Beverley Russell,FI,Pirkanmaa,45-59,2023-05-30,1,Individual,Full
8567,Miss Marilyn Fisher,DK,Sjælland,18-29,2023-10-31,5,Individual,Full
8568,Bradley Singh-Pollard,FI,Varsinais-Suomi,45-59,2024-03-11,1,Individual,Full
8569,Dr Kevin Hammond,,Vestland,18-29,2025-04-25,1,Individual,Post only
8570,Cheryl Holt,NO,Vestland,30-44,2024-12-16,2,Corporate,Full
8571,Darren Stevens,SE,Uppsala,60-74,2022-06-23,2,Individual,Full
8572,Julie Curtis,FI,Pirkanmaa,45-59,2023-12-18,1,Individual,Full
8573,Dr Garry Bryan,DK,Hovedstaden,45-59,2024-06-09,2,Individual,Full
8574,Jason Williams-Allen,SE,Stockholm,30-44,2024-03-26,3,Individual,Full
8575,Hayley Powell,DK,Sjælland,45-59,2025-08-30,1,Individual,Full
8576,Amelia Stanley-Francis,SE,Uppsala,45-59,2023-08-26,1,Individual,Full
8577,Dr Denis Parsons,FI,Pohjois-Pohjanmaa,18-29,2022-03-06,5,Individual,Full
8578,Leah Thomas,FI,Varsinais-Suomi,45-59,2025-12-29,1,Individual,Full
8579,Dr Ronald Phillips,SE,Uppsala,60-74,2022-04-01,1,Individual,Email only
8580,Mr Patrick Sharpe,DK,Syddanmark,60-74,2022-12-22,2,Individual,Full
8581,Dr Charles Williams,FI,Pirkanmaa,18-29,2023-12-08,3,Individual,Full
8582,Kimberley Myers-Barrett,DK,Hovedstaden,18-29,2025-06-27,4,Individual,Email only
8583,Naomi Fisher,DK,Midtjylland,45-59,2024-11-07,1,Corporate,Full
8584,Dr Nathan Schofield,SE,Västra Götaland,30-44,2025-11-29,1,Individual,Full
8585,Sylvia Humphreys,FI,Uusimaa,60-74,2023-12-20,1,Individual,Email only
8586,Gillian Burns,FI,Varsinais-Suomi,30-44,2023-12-09,3,Individual,Post only
8587,Francis Harrison,SE,Uppsala,60-74,2023-12-12,1,Individual,Full
8588,Dean Lloyd,FI,Uusimaa,18-29,2024-02-07,1,Individual,Email only
8589,Ian Patel,FI,Pohjois-Pohjanmaa,30-44,2023-09-29,4,Individual,Full
8590,Mr Dean Bruce,SE,Skåne,18-29,2025-12-24,1,Individual,Full
8591,Jodie Gordon,FI,Uusimaa,75+,2024-12-25,3,Individual,Full
8592,Thomas Phillips,FI,Pirkanmaa,60-74,2023-02-24,5,Individual,Full
8593,Richard Owens,SE,Skåne,60-74,2023-09-30,4,Individual,Full
8594,Chelsea Bennett,NO,Trøndelag,45-59,2022-09-03,1,Individual,Full
8595,Christine Ford,SE,Stockholm,30-44,2024-12-22,3,Individual,Full
8596,Bethany Thompson,FI,Varsinais-Suomi,60-74,2025-12-24,3,Individual,Full
8597,Mr Timothy Warren,NO,Vestland,60-74,2024-04-29,1,Individual,Full
8598,Alexander Wallace-Thomson,SE,Stockholm,60-74,2022-08-31,1,Individual,Full
8599,Peter Jones,NO,Trøndelag,30-44,2022-04-28,3,Individual,Full
8600,Conor Peacock,FI,Pirkanmaa,18-29,2023-05-25,1,Individual,Post only
8601,Ms Lauren Jones,FI,Pirkanmaa,18-29,2022-02-02,3,Individual,Full
8602,Rachel Knight,,Stockholm,45-59,2025-12-25,2,Individual,Full
8603,Judith Jones,SE,Västra Götaland,60-74,2022-01-14,2,Individual,Email only
8604,Dr Andrea Bryant,SE,Stockholm,45-59,2024-03-06,1,Corporate,Email only
8605,Alan Macdonald,DK,Sjælland,60-74,2022-11-24,2,Individual,Full
8606,Barry Riley,FI,Varsinais-Suomi,45-59,2023-06-22,1,Individual,Full
8607,Mrs Jemma Evans,FI,Pohjois-Pohjanmaa,60-74,2024-11-12,1,Individual,Full
8608,Terence Coles-Day,FI,Varsinais-Suomi,60-74,2025-12-01,3,Individual,Full
8609,Dr Natalie Taylor,NO,Trøndelag,45-59,2024-04-17,5,Individual,Full
8610,Mohammed Khan,FI,Pirkanmaa,75+,2023-12-09,2,Individual,Full
8611,Mrs Leanne Henderson,SE,Skåne,18-29,2025-12-23,1,Individual,Full
8612,Allan Duffy,SE,Skåne,45-59,2024-04-01,4,Corporate,Post only
8613,Ms Kimberley Dale,DK,Hovedstaden,75+,2023-11-17,1,Individual,Full
8614,Bruce Webster,FI,Pirkanmaa,60-74,2022-08-02,5,Individual,Email only
8615,Donald Howard,NO,Rogaland,45-59,2025-01-17,2,Individual,Post only
8616,Anne Whittaker-Gray,FI,Uusimaa,60-74,2022-10-02,4,Individual,Full
8617,Mr Alan Hill,,Oslo,45-59,2025-12-17,5,Individual,Full
8618,Toby Saunders,SE,Skåne,60-74,2023-03-21,1,Individual,Email only
8619,Dr Rachael Taylor,FI,Pohjois-Pohjanmaa,60-74,2022-11-12,4,Trust,Full
8620,Lynne Mellor,FI,Uusimaa,60-74,2022-08-11,2,Individual,Full
8621,Judith Hopkins,NO,Vestland,60-74,2025-10-01,1,Individual,Email only
8622,Luke Evans,FI,Varsinais-Suomi,30-44,2022-06-03,2,Individual,Full
8623,Dr Lorraine Osborne,FI,Pirkanmaa,18-29,2025-04-20,2,Individual,Full
8624,Mr Brett Knight,NO,Vestland,60-74,2023-11-05,1,Individual,Email only
8625,Mr Roy Evans,FI,Pirkanmaa,30-44,2023-10-15,3,Individual,Full
8626,Lauren Watts,SE,Skåne,60-74,2025-07-15,2,Individual,Full
8627,Brian Simpson,FI,Uusimaa,30-44,2025-05-23,4,Individual,Full
8628,Elizabeth Davies,FI,Pirkanmaa,60-74,2023-01-22,3,Individual,Email only
8629,Mr Jeremy Webster,SE,Västra Götaland,18-29,2024-05-27,1,Corporate,Full
8630,Lynne Barton,NO,Vestland,30-44,2022-03-16,5,Individual,Full
8631,Dr Joel Smith,SE,Skåne,45-59,2023-06-29,2,Individual,Full
8632,Dr Dominic Wright,NO,Vestland,75+,2025-04-15,1,Individual,Full
8633,Bradley Young,DK,Hovedstaden,45-59,2022-07-16,1,Trust,Full
8634,Elliott Adams-Kaur,FI,Pohjois-Pohjanmaa,45-59,2024-12-15,1,Individual,Full
8635,Kayleigh Peters,SE,Skåne,75+,2024-04-19,4,Individual,Email only
8636,Naomi Burns,FI,Pirkanmaa,45-59,2025-10-25,5,Individual,Post only
8637,Rebecca Yates,DK,Hovedstaden,30-44,2023-12-02,2,Individual,Full
8638,Gemma Thompson-Murray,SE,Uppsala,60-74,2023-11-22,6,Individual,Full
8639,Ms Mary Dunn,SE,Uppsala,45-59,2024-05-25,4,Individual,Email only
8640,Dr Francis Hall,FI,Pirkanmaa,45-59,2024-07-08,1,Corporate,Full
8641,Simon O'Connor,NO,Trøndelag,18-29,2024-12-11,4,Individual,Full
8642,Mr Cameron Baker,FI,Varsinais-Suomi,45-59,2022-10-21,4,Individual,Full
8643,Irene Sutton-Taylor,DK,Syddanmark,18-29,2025-12-16,1,Individual,Full
8644,Diana Smith,FI,Pirkanmaa,18-29,2023-06-14,1,Individual,Full
8645,Dr Stanley Baxter,FI,Pohjois-Pohjanmaa,45-59,2022-06-30,4,Individual,Full
8646,Dr Russell Curtis,SE,Skåne,45-59,2023-04-20,1,Individual,Full
8647,Ruth Murphy-Barber,SE,Stockholm,30-44,2023-08-01,1,Individual,Full
8648,Lydia Allen,SE,Västra Götaland,18-29,2023-01-16,1,Individual,Email only
8649,Miss Deborah Wilson,,Pirkanmaa,30-44,2022-12-23,1,Individual,Full
8650,Jordan Williams,DK,Hovedstaden,75+,2022-02-18,1,Individual,Full
8651,Melanie Newman,SE,Västra Götaland,75+,2025-10-12,5,Individual,Full
8652,Dr Clive Bibi,SE,Skåne,45-59,2024-01-24,2,Individual,Full
8653,Dr Damien Begum,SE,Skåne,30-44,2022-12-03,1,Trust,Full
8654,Miss Irene Clark,NO,Oslo,75+,2022-03-07,4,Individual,Full
8655,Jennifer Waters,NO,Oslo,60-74,2023-10-09,1,Individual,Email only
8656,Heather Smith,FI,Varsinais-Suomi,60-74,2023-12-13,2,Individual,Full
8657,Aimee Barrett,FI,Pirkanmaa,60-74,2023-11-08,4,Individual,Full
8658,Mrs Chloe Leonard,FI,Pohjois-Pohjanmaa,30-44,2024-12-26,2,Individual,Full
8659,Mr Martyn Barker,FI,Varsinais-Suomi,18-29,2024-01-28,2,Individual,Full
8660,Ian Berry,FI,Pohjois-Pohjanmaa,45-59,2024-12-11,1,Individual,Email only
8661,Gavin Khan,FI,Pohjois-Pohjanmaa,18-29,2022-02-18,1,Individual,Full
8662,Alison Atkinson,SE,Uppsala,60-74,2024-03-11,2,Individual,Post only
8663,Frank Johnson,SE,Uppsala,30-44,2023-12-07,5,Individual,Email only
8664,Jill George-Wood,SE,Skåne,60-74,2023-12-12,2,Individual,Full
8665,Dr Robert Rice,FI,Uusimaa,30-44,2022-04-09,5,Individual,Full
8666,Claire Moss,FI,Pohjois-Pohjanmaa,30-44,2024-07-20,2,Individual,Email only
8667,Kim Hewitt,SE,Skåne,18-29,2023-02-05,5,Individual,Full
8668,Carol Briggs,FI,Pirkanmaa,60-74,2025-06-11,3,Individual,Full
8669,Lauren Clarke,SE,Västra Götaland,30-44,2025-02-03,2,Individual,Full
8670,Derek Murphy,FI,Uusimaa,18-29,2023-11-02,1,Individual,Full
8671,Daniel Gray,DK,Sjælland,75+,2023-04-10,4,Individual,Full
8672,Antony Smith,SE,Skåne,30-44,2022-06-01,5,Individual,Email only
8673,Adam Burrows-Birch,FI,Pohjois-Pohjanmaa,45-59,2025-04-10,1,Individual,Full
8674,Brian Dunn,DK,Hovedstaden,45-59,2025-01-30,1,Individual,Full
8675,Ms Elizabeth Fletcher,FI,Pohjois-Pohjanmaa,60-74,2022-03-31,1,Individual,Full
8676,Ann Burton,FI,Pohjois-Pohjanmaa,45-59,2024-01-01,2,Individual,Full
8677,Ashleigh Hodgson,NO,Vestland,60-74,2024-09-18,1,Individual,Full
8678,Ms Josephine Horton,DK,Midtjylland,18-29,2025-09-15,5,Individual,Full
8679,Lorraine Cook,FI,Uusimaa,45-59,2023-12-31,2,Individual,Full
8680,Gordon Thomson,SE,Stockholm,75+,2024-01-12,2,Individual,Email only
8681,Ross Bolton,FI,Pirkanmaa,30-44,2022-05-02,1,Individual,Full
8682,Mr Gerald Pollard,DK,Sjælland,75+,2022-06-11,4,Individual,Email only
8683,Miss Diane Pearce,FI,Pohjois-Pohjanmaa,45-59,2025-12-16,5,Individual,Full
8684,Philip Bond,NO,Rogaland,30-44,2023-10-09,1,Corporate,Email only
8685,Julian Macdonald,FI,Uusimaa,45-59,2022-09-28,2,Individual,Full
8686,Mr Roy Powell,SE,Stockholm,18-29,2024-12-10,5,Individual,Post only
8687,Tina Matthews,FI,Varsinais-Suomi,60-74,2023-11-11,1,Individual,Full
8688,Graeme Hutchinson-Hughes,FI,Uusimaa,18-29,2022-09-07,6,Individual,Full
8689,Hannah Hayward,NO,Vestland,60-74,2024-12-01,4,Individual,Full
8690,Annette Walker-Giles,NO,Trøndelag,45-59,2022-06-14,1,Individual,Full
8691,Gordon Cox,SE,Stockholm,45-59,2025-12-17,1,Individual,Full
8692,Ricky Kaur,FI,Pohjois-Pohjanmaa,60-74,2022-12-19,2,Individual,Full
8693,Angela Miles-Hudson,,Varsinais-Suomi,18-29,2023-10-02,2,Individual,Full
8694,Mr Glenn Bryan,FI,Pirkanmaa,45-59,2022-12-21,6,Individual,Full
8695,Matthew Rowe-Knight,NO,Trøndelag,18-29,2024-07-23,2,Individual,Full
8696,Jeremy Allen,FI,Pirkanmaa,30-44,2025-12-28,1,Individual,Full
8697,Dylan Hodgson,FI,Varsinais-Suomi,75+,2023-05-19,1,Individual,Full
8698,Dr William Thomson,FI,Pirkanmaa,18-29,2023-10-26,2,Individual,Email only
8699,Malcolm Atkins-Scott,NO,Rogaland,45-59,2022-10-30,1,Individual,Full
8700,Nigel Palmer-Carter,NO,Trøndelag,30-44,2022-11-30,4,Individual,Email only
8701,Carole Burgess,DK,Sjælland,45-59,2024-01-06,6,Individual,Full
8702,Dr Naomi King,FI,Varsinais-Suomi,18-29,2025-12-30,6,Individual,Full
8703,Norman Webb,FI,Varsinais-Suomi,30-44,2025-12-09,6,Individual,Email only
8704,Joanne Harris,SE,Skåne,18-29,2022-12-12,1,Individual,Full
8705,Ms Ruth Nolan,SE,Västra Götaland,45-59,2025-10-26,2,Individual,Full
8706,Patricia Harrison,FI,Varsinais-Suomi,45-59,2023-10-02,1,Individual,Full
8707,Mary Walker,FI,Uusimaa,30-44,2024-03-20,2,Individual,Full
8708,Mr Graham Wilkinson,NO,Trøndelag,30-44,2022-12-31,4,Individual,Email only
8709,Ms Harriet Murray,DK,Sjælland,60-74,2022-10-13,4,Individual,Full
8710,Holly Hughes,NO,Rogaland,60-74,2024-02-27,1,Individual,Full
8711,Sian Allen-Cox,FI,Pohjois-Pohjanmaa,60-74,2022-04-01,2,Individual,Full
8712,Alexander Little,DK,Sjælland,30-44,2024-12-06,5,Individual,Full
8713,Harriet Smith,SE,Uppsala,30-44,2023-04-25,3,Individual,Full
8714,Kevin Harding,FI,Pirkanmaa,60-74,2024-12-24,5,Individual,Full
8715,Joanne Todd,FI,Uusimaa,18-29,2023-06-18,1,Individual,Full
8716,Gordon Cooper,FI,Pirkanmaa,60-74,2025-12-01,6,Individual,Full
8717,Melanie Dunn,FI,Pirkanmaa,60-74,2023-12-15,1,Individual,Full
8718,Francesca Hodgson,NO,Vestland,45-59,2025-11-09,1,Individual,Full
8719,Aaron Murphy-Thompson,SE,Uppsala,30-44,2025-10-10,4,Individual,Full
8720,Miss Christine Knight,SE,Stockholm,30-44,2025-09-25,3,Individual,Full
8721,Jacqueline Connor-Webb,NO,Rogaland,18-29,2025-04-21,5,Individual,Email only
8722,Patricia Clark,DK,Syddanmark,60-74,2023-12-11,1,Individual,Full
8723,Miss Katherine Fletcher,FI,Varsinais-Suomi,75+,2022-06-16,4,Individual,Full
8724,Mitchell Walker,NO,Trøndelag,30-44,2023-08-29,1,Individual,Email only
8725,Sarah Scott,SE,Stockholm,60-74,2024-09-25,1,Individual,Full
8726,Ms Kimberley Turnbull,NO,Oslo,45-59,2022-01-24,2,Individual,Email only
8727,Valerie Cooper,FI,Uusimaa,75+,2023-03-28,1,Individual,Full
8728,Dr Arthur McLean,FI,Uusimaa,45-59,2022-09-17,1,Individual,Email only
8729,Frank Ryan,SE,Västra Götaland,45-59,2025-09-25,1,Individual,Full
8730,Eric Hart,SE,Västra Götaland,30-44,2022-05-02,1,Individual,Full
8731,Rosie Clark,NO,Rogaland,60-74,2025-12-28,7,Individual,Full
8732,Ms Kerry Carter,NO,Rogaland,45-59,2025-01-17,3,Individual,Full
8733,Lauren Black,FI,Uusimaa,60-74,2022-09-27,1,Individual,Full
8734,Joel Flynn,NO,Trøndelag,60-74,2023-08-06,1,Individual,Email only
8735,Judith White,FI,Uusimaa,60-74,2024-11-01,5,Individual,Full
8736,Joshua Kelly-Cooper,,Pirkanmaa,30-44,2022-12-27,3,Individual,Email only
8737,Russell Pugh,SE,Skåne,60-74,2024-03-08,4,Individual,Full
8738,Patricia Wright,DK,Syddanmark,75+,2023-02-22,1,Individual,Email only
8739,Lynn Smith,SE,Skåne,30-44,2024-04-25,1,Individual,Full
